600

-2.489411	-2.910516	4.409279
-0.774545	-1.041068	-1.174354
-2.682695	0.355473	0.332097
3.629491	4.623648	-1.845817
2.359795	1.546694	-4.497104
-0.461947	3.064580	1.557801
3.118509	3.298774	-4.208120
-2.954569	1.802141	1.518890
4.764632	-4.149251	-2.961270
-2.685062	-4.857371	-3.434219
-4.859644	2.039282	-4.106908
0.712951	4.573621	-2.139102
-3.563286	3.253773	3.572968
-1.497613	-2.460213	-2.138994
3.271895	0.517130	4.577057
-4.845058	3.492219	4.934755
-1.621134	-1.311463	1.101917
4.971541	-0.731043	-1.737833
-4.726980	3.534957	-2.234990
-3.607441	-3.141799	-2.136619
3.411480	-4.632801	1.359944
4.529516	-3.393715	0.326994
1.393963	1.830707	-4.914524
2.475786	-3.017335	-3.743847
4.507043	0.274853	3.491880
3.619401	-0.724222	-4.200362
0.408838	-2.771602	1.219333
3.376342	-2.984146	-3.431834
-3.745934	-3.446431	-0.747884
-1.408333	3.324457	3.072809
-0.877283	0.604549	2.624895
-0.263762	0.012928	-0.827512
-2.713630	4.667408	-0.543248
-4.209867	1.608716	1.437552
4.207711	4.073992	0.722941
1.686138	-0.060834	-1.145107
-1.134093	2.279228	1.289527
4.149404	0.100184	0.566225
3.237612	-4.395962	-1.782555
-1.558449	1.766697	2.492449
-2.448251	1.120966	2.802902
4.478293	-3.298415	2.482267
2.378204	4.356029	-3.691368
-0.979468	1.196528	-2.794167
1.283921	3.660796	0.557972
-1.801488	0.170107	-0.277471
3.387188	4.932562	-4.173703
4.737716	2.869484	-3.970819
1.639227	2.849804	-4.751359
-2.836903	-0.824684	-0.797824
-0.314285	-2.315263	0.868589
-3.046025	-3.182067	-4.536874
4.784465	-2.598349	-3.401576
-1.403116	-3.847438	0.941496
4.485820	-3.177371	-0.851484
-1.683990	1.658789	0.670816
-2.237453	-4.247508	-4.482149
4.300078	-4.601598	0.175641
-1.959229	0.034765	-2.912257
3.824949	3.873832	2.436412
4.377254	1.411601	4.720060
4.873482	2.498370	-2.619435
-3.475695	-1.578515	-1.006579
-0.057089	2.823867	-3.393268
1.788698	3.100247	-3.882061
1.065421	0.942794	-3.301487
0.821863	0.641884	0.775082
1.968768	-1.195905	4.836634
4.810257	0.755139	0.831530
-0.221791	0.902868	0.474719
-0.490140	-1.398929	-2.166190
-4.280536	4.677873	-1.957510
-0.138919	3.397751	-1.085587
4.599862	-4.257209	2.166647
4.534883	-0.226267	2.285073
-4.195117	-4.786392	4.527779
0.523365	-3.310343	-1.616080
-1.156349	-2.805503	-0.532724
4.020692	-0.163801	-3.571986
-1.054073	0.721526	-1.883339
0.265256	-0.019470	3.483982
1.808356	-0.067582	-2.861965
-0.029054	2.697948	2.263800
-0.480727	-0.980911	4.618266
0.155058	1.727472	4.509013
-1.127688	-0.613561	3.042126
-0.020185	2.060056	1.257130
4.301022	1.587731	-0.839566
3.049805	3.108004	2.509299
1.054184	-2.204766	-0.081364
-1.382082	1.743450	-0.756103
1.983156	4.898598	2.050507
-4.767968	-0.217665	4.932212
-4.188376	4.222161	1.508101
1.618342	-2.419752	-1.751783
-0.024201	-1.773874	-0.469614
